User ID,Name,Email Address,Username,Date of Birth,Gender,Location,Membership Start Date,Membership End Date,Subscription Plan,Payment Information,Renewal Status,Usage Frequency,Purchase History,Favorite Genres,Devices Used,Engagement Metrics,Feedback/Ratings,Customer Support Interactions
139,Katherine Jackson,grahammelissa@example.org,grahammelissa,06-05-1991,Female,East Mary,14-04-2024,14-04-2025,Annual,Mastercard,Manual,Occasional,Electronics,Documentary,Tablet,Medium,4.6,9
140,Amy Serrano,weaverrobert@example.com,weaverrobert,28-12-1974,Male,Maryside,13-02-2024,12-02-2025,Annual,Mastercard,Manual,Frequent,Clothing,Drama,Tablet,High,3.8,5
141,Rachel Little,smatthews@example.com,smatthews,29-12-2003,Male,Carlbury,20-01-2024,19-01-2025,Annual,Mastercard,Manual,Regular,Clothing,Action,Tablet,Low,4.9,0
142,Chris Atkins,davidbell@example.org,davidbell,10-04-1950,Female,East Jameschester,05-04-2024,05-04-2025,Monthly,Mastercard,Manual,Occasional,Clothing,Drama,Tablet,High,3.7,3
143,Matthew Compton,heatherpacheco@example.org,heatherpacheco,29-03-1938,Female,Myersburgh,09-03-2024,09-03-2025,Annual,Visa,Manual,Occasional,Books,Romance,Smartphone,Medium,4.6,1
144,John Martinez,castillosarah@example.net,castillosarah,15-12-1995,Male,Cunninghamchester,20-02-2024,19-02-2025,Monthly,Amex,Manual,Frequent,Electronics,Comedy,Tablet,Medium,4.5,7
145,Virginia Gomez,tonypace@example.com,tonypace,08-05-1947,Male,Jacksonburgh,31-01-2024,30-01-2025,Annual,Visa,Auto-renew,Frequent,Clothing,Drama,Smartphone,Medium,4.2,1
146,Carolyn Hale,andreawalker@example.org,andreawalker,25-03-1981,Male,Collinschester,22-02-2024,21-02-2025,Monthly,Mastercard,Auto-renew,Occasional,Books,Drama,Smart TV,Medium,4.4,0
147,Kathleen Carter,alexreese@example.org,alexreese,13-08-1992,Male,South Triciaburgh,10-02-2024,09-02-2025,Monthly,Amex,Auto-renew,Occasional,Electronics,Sci-Fi,Smart TV,Low,4.2,4
148,Troy Smith,john96@example.net,john96,26-06-1980,Male,West Jennifer,27-03-2024,27-03-2025,Monthly,Visa,Manual,Regular,Books,Horror,Smart TV,Low,4.3,0
149,Alexander Hernandez,kellicook@example.com,kellicook,12-11-1971,Male,West Paulaport,20-02-2024,19-02-2025,Annual,Visa,Auto-renew,Frequent,Electronics,Documentary,Smart TV,Medium,4.2,8
150,Elizabeth Duncan,dbell@example.org,dbell,24-03-1995,Female,Rodriguezshire,02-04-2024,02-04-2025,Annual,Amex,Manual,Occasional,Electronics,Horror,Smartphone,High,3.9,7
151,Jeremy Fernandez,donaldstephenson@example.org,donaldstephenson,29-11-1988,Male,South Kristentown,21-02-2024,20-02-2025,Annual,Visa,Manual,Frequent,Books,Drama,Smart TV,High,4.8,5
152,Phillip Jones,valenzuelaadrienne@example.com,valenzuelaadrienne,26-01-1985,Female,North Sherryshire,22-01-2024,21-01-2025,Annual,Visa,Manual,Frequent,Clothing,Documentary,Smartphone,High,3.3,9
153,Thomas Woods,ttapia@example.org,ttapia,09-08-1990,Female,East Stevenfort,31-03-2024,31-03-2025,Monthly,Mastercard,Manual,Frequent,Books,Horror,Tablet,High,3.7,9
154,Sara Doyle,odoyle@example.net,odoyle,24-06-1948,Male,Robertbury,09-01-2024,08-01-2025,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Documentary,Tablet,Medium,4.3,0
155,Joel Green,jamesbecker@example.com,jamesbecker,08-06-2000,Male,North Misty,19-03-2024,19-03-2025,Monthly,Mastercard,Auto-renew,Regular,Books,Horror,Smart TV,High,4.6,5
156,Pamela Wagner,justinsmith@example.org,justinsmith,10-02-1989,Male,Lake Phillip,10-04-2024,10-04-2025,Annual,Mastercard,Manual,Occasional,Books,Sci-Fi,Smartphone,Medium,4.1,5
157,Grant Carlson,loritate@example.org,loritate,18-08-1977,Male,Calebstad,19-03-2024,19-03-2025,Annual,Mastercard,Auto-renew,Frequent,Clothing,Romance,Smartphone,High,4.5,7
158,Dr. Desiree Mitchell,heidi61@example.net,heidi61,07-10-1982,Male,Philipshire,26-03-2024,26-03-2025,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Documentary,Tablet,Medium,4.4,9
159,Scott Hall,christianlove@example.net,christianlove,15-09-1973,Female,Port Anthony,23-01-2024,22-01-2025,Monthly,Mastercard,Auto-renew,Occasional,Books,Horror,Tablet,High,4.8,2
160,Veronica Barr,emosley@example.com,emosley,16-10-1934,Female,East Johnland,29-01-2024,28-01-2025,Monthly,Visa,Auto-renew,Regular,Electronics,Sci-Fi,Smart TV,Medium,3.8,9
161,Katherine Andrews,jareddavies@example.com,jareddavies,30-11-1992,Female,West Kennethchester,29-02-2024,28-02-2025,Monthly,Amex,Auto-renew,Regular,Clothing,Romance,Smart TV,Low,3.1,4
162,Eric Hernandez,robertmcdaniel@example.com,robertmcdaniel,21-08-1965,Male,South Scottview,16-03-2024,16-03-2025,Annual,Visa,Auto-renew,Occasional,Books,Romance,Tablet,Medium,4,10
163,Kenneth Baldwin,jorgelowe@example.com,jorgelowe,10-06-1986,Male,Port Mariahton,16-01-2024,15-01-2025,Monthly,Visa,Auto-renew,Regular,Clothing,Comedy,Tablet,Medium,3.4,0
164,Linda Warren,adamsnicole@example.net,adamsnicole,18-10-2001,Female,Mortonmouth,04-03-2024,04-03-2025,Monthly,Mastercard,Auto-renew,Regular,Clothing,Sci-Fi,Smart TV,Low,3.8,1
165,Earl Griffin,jenniferwalker@example.com,jenniferwalker,02-01-1953,Male,Fowlerborough,13-01-2024,12-01-2025,Annual,Amex,Manual,Occasional,Electronics,Romance,Smart TV,Medium,3.3,7
166,Matthew Greer,juarezanthony@example.com,juarezanthony,27-01-1983,Female,North Benjamin,30-03-2024,30-03-2025,Monthly,Visa,Manual,Frequent,Clothing,Comedy,Tablet,Low,4.3,3
167,Kimberly Murray,jbeasley@example.com,jbeasley,15-01-1941,Male,New Shannonmouth,26-02-2024,25-02-2025,Monthly,Mastercard,Manual,Frequent,Books,Comedy,Smartphone,Low,3.3,2
168,Patricia Long,paullara@example.net,paullara,22-05-1976,Female,Port Tracyville,08-01-2024,07-01-2025,Annual,Visa,Manual,Frequent,Clothing,Comedy,Tablet,Low,4.8,2
169,Peter Harper,lindamoore@example.com,lindamoore,22-10-1969,Male,Lake Joshua,09-04-2024,09-04-2025,Annual,Amex,Manual,Occasional,Books,Sci-Fi,Smartphone,Low,3.9,1
170,Natalie Bartlett,kendragriffin@example.org,kendragriffin,11-12-1976,Male,Andrewview,03-02-2024,02-02-2025,Annual,Mastercard,Auto-renew,Frequent,Books,Action,Tablet,Medium,3.3,10
171,David Mccarty,kimberly44@example.net,kimberly44,08-05-1944,Male,Gibsonburgh,08-04-2024,08-04-2025,Monthly,Amex,Auto-renew,Frequent,Clothing,Romance,Tablet,Medium,3.8,8
172,Sarah Thomas,everettbethany@example.net,everettbethany,15-09-1964,Female,Lake Jorgemouth,20-02-2024,19-02-2025,Monthly,Visa,Auto-renew,Occasional,Electronics,Documentary,Tablet,Medium,4.7,9
173,Heather Holloway,brandymccullough@example.org,brandymccullough,30-07-1970,Male,Cortezborough,12-04-2024,12-04-2025,Monthly,Visa,Manual,Regular,Clothing,Horror,Smartphone,Medium,3.7,5
174,Allison Mata,youngashley@example.com,youngashley,10-10-1988,Female,East Michaelmouth,14-03-2024,14-03-2025,Annual,Mastercard,Auto-renew,Occasional,Clothing,Comedy,Smart TV,Low,4.2,0
175,William Gonzalez,jonesheather@example.org,jonesheather,06-04-1950,Female,East Erin,04-02-2024,03-02-2025,Annual,Visa,Manual,Occasional,Electronics,Drama,Tablet,Medium,4.8,7
176,Alexandra James,twilliams@example.com,twilliams,07-07-1986,Female,Lake Codymouth,13-02-2024,12-02-2025,Monthly,Mastercard,Auto-renew,Frequent,Books,Horror,Smart TV,High,3.3,8
177,Anthony Ellis,jenniferking@example.org,jenniferking,06-03-1972,Female,Michaelaport,16-02-2024,15-02-2025,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Romance,Smartphone,High,3.4,0
178,Autumn Hoffman,timothymercado@example.net,timothymercado,20-06-1990,Male,Lake Bobby,24-03-2024,24-03-2025,Monthly,Mastercard,Manual,Regular,Clothing,Horror,Tablet,High,3.2,1
179,Travis Jenkins,mason12@example.net,mason12,31-03-1949,Female,Williamland,24-03-2024,24-03-2025,Annual,Amex,Manual,Frequent,Electronics,Drama,Smartphone,Medium,4.5,6
180,Victoria Patel,sarah63@example.net,sarah63,09-06-1944,Female,Drakemouth,13-04-2024,13-04-2025,Monthly,Mastercard,Auto-renew,Regular,Clothing,Documentary,Smartphone,Medium,3.4,10
181,Kevin Lopez,mbrady@example.com,mbrady,17-12-1995,Male,Bentonfort,23-03-2024,23-03-2025,Monthly,Mastercard,Manual,Frequent,Clothing,Comedy,Smartphone,High,4.9,7
182,Jessica Villanueva,burkedustin@example.org,burkedustin,18-03-2000,Male,Lake Douglasside,16-03-2024,16-03-2025,Annual,Visa,Auto-renew,Occasional,Electronics,Documentary,Smart TV,High,4.3,0
183,Jason Murphy,jessicaglass@example.net,jessicaglass,11-08-1941,Female,North Ernest,02-01-2024,01-01-2025,Monthly,Mastercard,Auto-renew,Frequent,Books,Action,Smartphone,High,3.1,8
184,Cindy Adkins,christine45@example.net,christine45,29-11-1951,Male,New Brookestad,05-04-2024,05-04-2025,Annual,Amex,Manual,Occasional,Books,Drama,Smart TV,High,4.8,9
185,Reginald Perez,nicole19@example.net,nicole19,04-03-1993,Female,Aprilberg,30-01-2024,29-01-2025,Annual,Amex,Auto-renew,Frequent,Clothing,Horror,Tablet,High,4.3,9
186,Michelle Williams,samanthapowell@example.com,samanthapowell,05-06-1954,Male,Mejiaburgh,22-02-2024,21-02-2025,Monthly,Visa,Manual,Occasional,Clothing,Comedy,Smartphone,Medium,3.9,8
187,Leslie West,jackmiller@example.com,jackmiller,09-12-2002,Female,Munozville,20-02-2024,19-02-2025,Annual,Amex,Manual,Regular,Books,Drama,Smart TV,Low,4.8,9
188,Michael Delgado,maria52@example.org,maria52,21-07-1996,Male,Lewisberg,13-04-2024,13-04-2025,Annual,Visa,Auto-renew,Regular,Books,Comedy,Tablet,High,4.1,10
189,Janice Erickson,natalie75@example.org,natalie75,11-02-1940,Female,North April,01-02-2024,31-01-2025,Annual,Mastercard,Auto-renew,Regular,Books,Horror,Smartphone,High,4.7,3
190,Benjamin Stewart,dustinsmith@example.net,dustinsmith,01-10-1976,Male,South Angelaland,06-01-2024,05-01-2025,Monthly,Mastercard,Auto-renew,Regular,Books,Romance,Tablet,Low,3.3,10
191,Keith Townsend,danielclark@example.net,danielclark,20-12-1993,Male,Lake Kelseychester,21-03-2024,21-03-2025,Monthly,Visa,Auto-renew,Regular,Electronics,Sci-Fi,Smart TV,Low,5,5
192,Juan Ramos,brent46@example.org,brent46,02-12-1946,Female,Vargasshire,21-03-2024,21-03-2025,Annual,Visa,Auto-renew,Regular,Books,Sci-Fi,Smart TV,High,3.5,5
193,Shawn Stevens,angelawhite@example.org,angelawhite,03-10-1938,Female,Port Markland,07-02-2024,06-02-2025,Monthly,Mastercard,Auto-renew,Occasional,Clothing,Documentary,Tablet,High,4.2,4
194,Tracy Page,nicholsmia@example.com,nicholsmia,19-05-1975,Female,Dianachester,25-01-2024,24-01-2025,Monthly,Mastercard,Manual,Regular,Electronics,Action,Tablet,Low,4.1,5
195,Elizabeth Sellers,johnsonjohn@example.org,johnsonjohn,25-09-1946,Female,West Michaelside,20-03-2024,20-03-2025,Monthly,Mastercard,Auto-renew,Occasional,Clothing,Romance,Tablet,Medium,4.3,7
196,Kevin Spence,christophermontgomery@example.net,christophermontgomery,27-06-1991,Male,Karenside,25-01-2024,24-01-2025,Annual,Amex,Manual,Occasional,Books,Horror,Smartphone,Low,3.8,10
197,Courtney Tucker,andersoncassandra@example.net,andersoncassandra,13-09-1966,Male,Millerbury,07-04-2024,07-04-2025,Annual,Mastercard,Manual,Frequent,Clothing,Documentary,Smartphone,Low,3.2,9
198,Jesse Bailey,angela14@example.com,angela14,20-08-2000,Male,Lake Brianaborough,05-04-2024,05-04-2025,Monthly,Visa,Manual,Frequent,Clothing,Romance,Smart TV,Low,3.2,7
199,Autumn Brooks,dominicburns@example.com,dominicburns,01-05-1967,Male,New Emma,01-04-2024,01-04-2025,Monthly,Amex,Manual,Frequent,Clothing,Action,Smartphone,High,4.7,5
200,David Elliott,davismelissa@example.net,davismelissa,27-12-1936,Female,Lindaside,05-01-2024,04-01-2025,Annual,Amex,Auto-renew,Regular,Books,Action,Smartphone,High,4.1,8
201,Vanessa Harris,nicholas23@example.org,nicholas23,03-02-1982,Female,New Robertborough,12-03-2024,12-03-2025,Annual,Amex,Manual,Regular,Clothing,Drama,Smartphone,High,4.4,7
202,Thomas Keller,kellyterrance@example.com,kellyterrance,13-03-1990,Male,Rogerchester,25-02-2024,24-02-2025,Annual,Amex,Auto-renew,Occasional,Clothing,Documentary,Smartphone,Medium,4.7,10
203,Joan Phillips,garycoffey@example.org,garycoffey,06-05-1990,Male,South Ericmouth,13-01-2024,12-01-2025,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Documentary,Tablet,Medium,4.3,9
204,Joseph Owens,lukewilcox@example.org,lukewilcox,10-07-1980,Female,West Barbarahaven,27-02-2024,26-02-2025,Monthly,Visa,Manual,Frequent,Books,Sci-Fi,Smart TV,Medium,4.8,5
205,Susan Pace,kenneth18@example.org,kenneth18,05-09-1938,Male,Williamland,11-02-2024,10-02-2025,Annual,Mastercard,Auto-renew,Occasional,Books,Drama,Smartphone,High,3.7,7
206,Jennifer Anderson,mfrench@example.net,mfrench,04-12-1961,Female,Jamesstad,12-01-2024,11-01-2025,Annual,Amex,Auto-renew,Frequent,Electronics,Romance,Tablet,Medium,4.7,4
207,Theresa Gibson,jesse00@example.org,jesse00,11-12-1976,Female,Lake Jamie,12-04-2024,12-04-2025,Annual,Visa,Auto-renew,Occasional,Books,Documentary,Smart TV,High,4.8,3
208,Alejandro Bryant,gonzalezdavid@example.com,gonzalezdavid,05-10-1960,Female,South Ryanville,24-01-2024,23-01-2025,Annual,Mastercard,Auto-renew,Regular,Electronics,Drama,Tablet,Low,4.2,5
209,Diana Green,carsonlauren@example.com,carsonlauren,05-08-1949,Male,Lake Jessicaside,25-02-2024,24-02-2025,Annual,Mastercard,Manual,Regular,Books,Sci-Fi,Smart TV,Low,3.5,6
210,Brian Boyd,keithjones@example.com,keithjones,04-03-1997,Male,Leviport,21-03-2024,21-03-2025,Annual,Visa,Auto-renew,Regular,Electronics,Romance,Smartphone,Low,3.5,9
211,Jennifer Perez,millervalerie@example.net,millervalerie,21-12-1937,Male,Meyerberg,04-02-2024,03-02-2025,Monthly,Mastercard,Manual,Frequent,Electronics,Comedy,Smartphone,Medium,4.1,6
212,Eric Bryant,bryan67@example.net,bryan67,01-07-1959,Female,West Gary,10-03-2024,10-03-2025,Annual,Visa,Auto-renew,Frequent,Electronics,Romance,Smartphone,Medium,4.8,10
213,Tracey Mullins,mellis@example.net,mellis,20-05-1941,Male,Jacobsfort,26-01-2024,25-01-2025,Annual,Amex,Manual,Occasional,Electronics,Romance,Smartphone,Low,3,10
214,Robert Bryant,ywilson@example.org,ywilson,22-09-1983,Male,Nicholsburgh,17-01-2024,16-01-2025,Monthly,Mastercard,Manual,Frequent,Electronics,Horror,Smartphone,High,3.1,0
215,Jonathan George,hendersonaaron@example.com,hendersonaaron,01-12-1968,Female,East Ashley,20-02-2024,19-02-2025,Monthly,Visa,Auto-renew,Regular,Clothing,Romance,Tablet,Medium,4.3,9
216,Deanna Richardson,robert14@example.com,robert14,22-06-1992,Male,Joyburgh,16-01-2024,15-01-2025,Monthly,Amex,Auto-renew,Frequent,Books,Action,Smart TV,Medium,3.6,7
217,Philip Chavez,christopherphillips@example.org,christopherphillips,19-08-1935,Female,Lake Jose,11-03-2024,11-03-2025,Monthly,Amex,Manual,Regular,Clothing,Documentary,Smartphone,Low,4.6,7
218,David Murphy,rayveronica@example.org,rayveronica,12-02-1955,Female,South Sarah,09-01-2024,08-01-2025,Monthly,Amex,Manual,Frequent,Electronics,Romance,Smartphone,Low,3.1,0
219,Carolyn Delgado,gmorris@example.org,gmorris,12-02-1963,Male,Huynhland,22-01-2024,21-01-2025,Monthly,Visa,Manual,Regular,Electronics,Documentary,Smartphone,High,4.6,3
220,William Douglas,mphelps@example.org,mphelps,15-12-2003,Female,Herreraberg,01-02-2024,31-01-2025,Monthly,Mastercard,Manual,Occasional,Electronics,Action,Tablet,High,3.8,5
221,Evan Thomas,marygarcia@example.com,marygarcia,31-07-1973,Male,South Thomashaven,26-03-2024,26-03-2025,Annual,Amex,Auto-renew,Frequent,Books,Documentary,Tablet,Medium,3.9,1
222,Kimberly Young,anthony39@example.org,anthony39,06-12-1984,Male,Jeremyton,16-03-2024,16-03-2025,Annual,Visa,Manual,Occasional,Electronics,Drama,Smartphone,Low,4.1,7
223,Heather Allen,benjamin60@example.net,benjamin60,14-06-1987,Male,Nelsonton,10-04-2024,10-04-2025,Annual,Mastercard,Manual,Frequent,Electronics,Sci-Fi,Smartphone,Low,4.2,4
224,Lawrence Rogers,alan38@example.org,alan38,14-09-1933,Male,Port Mark,25-01-2024,24-01-2025,Annual,Amex,Auto-renew,Frequent,Books,Action,Tablet,High,3.7,5
225,Ariel Patterson,oneillhannah@example.com,oneillhannah,05-07-1994,Male,New Richardstad,24-03-2024,24-03-2025,Annual,Visa,Auto-renew,Occasional,Electronics,Sci-Fi,Smart TV,Low,4.2,8
226,Nicholas Leonard,johnbanks@example.org,johnbanks,06-06-1980,Male,Maynardview,05-04-2024,05-04-2025,Monthly,Mastercard,Auto-renew,Regular,Clothing,Horror,Smart TV,High,3.2,0
227,Michelle Lane,nschwartz@example.org,nschwartz,14-10-1994,Female,Montgomeryview,07-01-2024,06-01-2025,Annual,Amex,Manual,Frequent,Clothing,Sci-Fi,Tablet,High,4.6,7
228,John White,gibsonlinda@example.net,gibsonlinda,30-11-1992,Male,Scottbury,06-03-2024,06-03-2025,Annual,Visa,Auto-renew,Occasional,Clothing,Comedy,Smartphone,Medium,3.8,0
229,Colin Lambert,sherrybell@example.net,sherrybell,08-10-1965,Male,New Jacobmouth,13-01-2024,12-01-2025,Annual,Visa,Manual,Occasional,Electronics,Sci-Fi,Tablet,Low,3,3
230,Justin Porter,pperkins@example.com,pperkins,20-12-1951,Male,Jensenside,09-04-2024,09-04-2025,Monthly,Visa,Manual,Frequent,Electronics,Horror,Tablet,Medium,3.6,7
231,James Cuevas,alishasmall@example.com,alishasmall,12-02-1988,Male,New Jonathan,17-03-2024,17-03-2025,Annual,Visa,Manual,Occasional,Electronics,Action,Tablet,High,4.5,4
232,Glenn Webb,jonesisabella@example.com,jonesisabella,18-01-1961,Female,South Stephen,04-03-2024,04-03-2025,Annual,Mastercard,Manual,Frequent,Clothing,Horror,Tablet,Medium,3.2,6
233,James Robinson,maureenschneider@example.org,maureenschneider,15-02-2001,Male,West Sherrishire,03-02-2024,02-02-2025,Annual,Visa,Auto-renew,Regular,Books,Action,Smartphone,Low,3.2,0
234,Deborah Campbell,gwilliams@example.org,gwilliams,10-07-1995,Male,Brianton,06-01-2024,05-01-2025,Monthly,Mastercard,Manual,Regular,Clothing,Horror,Tablet,High,4.5,0
235,Lauren Newman,qayala@example.com,qayala,17-09-2002,Male,Meadowsland,23-01-2024,22-01-2025,Annual,Visa,Auto-renew,Frequent,Books,Documentary,Smartphone,High,4.5,4
236,Geoffrey Green,austin17@example.net,austin17,21-08-1943,Male,Andrewside,16-03-2024,16-03-2025,Monthly,Mastercard,Manual,Occasional,Clothing,Documentary,Tablet,High,4.1,1
237,Dominique Goodwin,robertsmichael@example.net,robertsmichael,01-02-1985,Female,South Veronicaland,03-04-2024,03-04-2025,Monthly,Amex,Manual,Occasional,Electronics,Documentary,Smartphone,High,4.9,2
238,Melissa Davis,jenniferhaley@example.org,jenniferhaley,09-11-1966,Female,Johnburgh,20-01-2024,19-01-2025,Annual,Amex,Auto-renew,Frequent,Clothing,Drama,Smartphone,Medium,3.3,1
239,Brian Howard,wernertony@example.org,wernertony,03-12-1967,Male,Hallfort,03-03-2024,03-03-2025,Monthly,Mastercard,Manual,Frequent,Clothing,Action,Tablet,Medium,3.5,7
240,Elizabeth Marsh,lauren25@example.net,lauren25,18-07-1990,Female,Adamburgh,23-01-2024,22-01-2025,Annual,Mastercard,Auto-renew,Regular,Clothing,Horror,Smart TV,Medium,4.4,0
241,Tiffany Patterson,cordovaanthony@example.org,cordovaanthony,21-01-1990,Female,Lake Jason,03-01-2024,02-01-2025,Annual,Visa,Auto-renew,Regular,Electronics,Romance,Smartphone,Medium,4.5,1
242,John Owen DDS,gina51@example.org,gina51,19-08-1965,Male,East Devinmouth,29-01-2024,28-01-2025,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Comedy,Smart TV,High,4,7
243,Crystal Bennett,christianhawkins@example.net,christianhawkins,09-10-1999,Female,Franklinview,30-03-2024,30-03-2025,Annual,Visa,Manual,Occasional,Electronics,Drama,Smart TV,Low,4.1,2
244,Jeremiah Black,cassandra86@example.org,cassandra86,16-01-1934,Female,Louisview,26-02-2024,25-02-2025,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Documentary,Smart TV,Medium,4.4,4
245,Richard Smith,hollypeterson@example.com,hollypeterson,04-03-1965,Female,Cheryltown,09-03-2024,09-03-2025,Monthly,Mastercard,Manual,Regular,Electronics,Drama,Smart TV,Low,3.6,7
246,Amanda Ali,scott11@example.org,scott11,09-03-1948,Male,Leonardmouth,04-04-2024,04-04-2025,Monthly,Amex,Manual,Frequent,Books,Comedy,Smartphone,High,4,10
247,John Owen,tonya54@example.org,tonya54,17-03-1999,Male,Dannyview,23-03-2024,23-03-2025,Annual,Visa,Manual,Frequent,Books,Drama,Smartphone,Low,3.5,7
248,Ronnie Jackson,mercadolydia@example.net,mercadolydia,02-12-1970,Female,North Nicole,06-02-2024,05-02-2025,Annual,Mastercard,Auto-renew,Regular,Electronics,Drama,Smart TV,High,3.5,3
249,Katherine Ford,annaknight@example.com,annaknight,16-06-1994,Male,South Miranda,06-01-2024,05-01-2025,Monthly,Mastercard,Manual,Regular,Electronics,Romance,Tablet,Low,3.4,0
250,Janet Robinson,alane@example.com,alane,04-03-1936,Male,Garyland,12-04-2024,12-04-2025,Monthly,Visa,Auto-renew,Regular,Electronics,Horror,Smartphone,High,4.6,3
251,Charles Garcia,bradleygutierrez@example.org,bradleygutierrez,09-05-1940,Male,West Sarahchester,08-01-2024,07-01-2025,Annual,Amex,Auto-renew,Frequent,Electronics,Drama,Tablet,Medium,4.5,2
252,Christopher Reed,john08@example.com,john08,12-01-1988,Male,Torrestown,03-01-2024,02-01-2025,Monthly,Amex,Auto-renew,Regular,Clothing,Romance,Smartphone,Medium,4.8,1
253,Denise Morse,anthonyjames@example.net,anthonyjames,24-02-1934,Male,Port Margaret,08-02-2024,07-02-2025,Annual,Amex,Auto-renew,Frequent,Clothing,Sci-Fi,Smartphone,High,3.6,0
254,George Conway,egreen@example.net,egreen,29-05-1965,Female,South Suzanne,19-03-2024,19-03-2025,Annual,Visa,Auto-renew,Frequent,Clothing,Comedy,Smart TV,Low,4.3,3
255,Bryan Larsen,cbutler@example.net,cbutler,09-05-1936,Male,South Jeremyshire,29-02-2024,28-02-2025,Annual,Visa,Manual,Regular,Clothing,Horror,Tablet,High,3.5,7
256,Melanie Hawkins,grace37@example.org,grace37,05-07-2004,Female,East Anne,26-01-2024,25-01-2025,Monthly,Amex,Manual,Occasional,Books,Sci-Fi,Tablet,Low,3.4,4
